movie_id,title,genre,director,cast_size,budget_millions,runtime_minutes,release_year,production_company,rating,budget_per_minute,decade,director_films_count
672,Movie_672,Action,Director_43,21,28.79462138383484,63,2012,20th Century Fox,6.7,0.45705748228309273,2010,24
673,Movie_673,Romance,Director_78,38,55.58270804139838,122,2010,Warner Bros,6.8,0.4555959675524457,2010,29
674,Movie_674,Adventure,Director_28,7,38.657211577648106,149,2014,Amazon Studios,6.6,0.2594443730043497,2010,23
675,Movie_675,Action,Director_146,9,207.7553158229913,126,2010,Netflix,7.2,1.6488517128808833,2010,40
676,Movie_676,Drama,Director_59,18,32.02247769242261,69,2019,Sony,6.8,0.4640938796003277,2010,19
677,Movie_677,Horror,Director_188,7,57.58240535388276,133,2019,Warner Bros,9.0,0.4329504161946072,2010,36
678,Movie_678,Action,Director_63,27,28.672972419219757,126,2012,20th Century Fox,7.9,0.22756327316841077,2010,20
679,Movie_679,Action,Director_185,43,243.32558560506453,111,2022,Paramount,6.9,2.192122392838419,2020,24
680,Movie_680,Animation,Director_92,34,39.44936239048376,124,2015,Amazon Studios,8.9,0.3181400192780949,2010,25
681,Movie_681,Comedy,Director_179,49,60.27369748930034,85,2020,Universal,8.4,0.7091023234035334,2020,27
682,Movie_682,Animation,Director_56,27,16.77504774427181,121,2015,Warner Bros,7.9,0.1386367582171224,2010,23
683,Movie_683,Thriller,Director_155,31,76.02986585339704,131,2012,Netflix,8.0,0.580380655369443,2010,24
684,Movie_684,Crime,Director_160,14,25.681460870112616,102,2018,Netflix,6.0,0.251779028138359,2010,18
685,Movie_685,Crime,Director_111,29,39.765940777777594,108,2017,Amazon Studios,5.8,0.36820315534979253,2010,27
686,Movie_686,Comedy,Director_137,17,117.33596381168051,105,2020,Sony,8.8,1.1174853696350526,2020,30
687,Movie_687,Sci-Fi,Director_68,20,186.25733838053765,108,2012,Amazon Studios,6.9,1.7246049850049783,2010,28
688,Movie_688,Sci-Fi,Director_46,45,37.63206721150469,99,2014,Sony,6.6,0.3801218910252999,2010,30
689,Movie_689,Drama,Director_67,38,100.03072839356551,100,2014,Disney,8.2,1.000307283935655,2010,27
690,Movie_690,Comedy,Director_154,41,12.741239008521308,132,2023,Sony,8.1,0.09652453794334324,2020,33
691,Movie_691,Action,Director_136,26,104.05381210235211,76,2014,Disney,7.8,1.3691291066098963,2010,18
692,Movie_692,Sci-Fi,Director_6,21,59.64648473476135,124,2012,Universal,6.9,0.48102003818355926,2010,20
693,Movie_693,Romance,Director_24,27,43.54054205513681,132,2014,Paramount,8.3,0.329852591326794,2010,22
694,Movie_694,Adventure,Director_176,40,120.34725071572957,86,2014,Disney,4.7,1.3993866362294136,2010,26
695,Movie_695,Action,Director_94,13,103.3254080627876,118,2013,Warner Bros,7.0,0.875639051379556,2010,23
696,Movie_696,Thriller,Director_173,6,27.6160145290895,97,2013,20th Century Fox,7.9,0.2847011807122629,2010,21
697,Movie_697,Romance,Director_13,36,88.38802595632815,148,2011,Netflix,7.3,0.5972163915968118,2010,21
698,Movie_698,Romance,Director_197,26,15.23975231508659,114,2018,Warner Bros,7.1,0.13368203785163676,2010,24
699,Movie_699,Comedy,Director_25,47,96.51363685344703,156,2016,Netflix,7.4,0.6186771593169681,2010,31
700,Movie_700,Drama,Director_148,17,66.26664909229143,153,2010,Paramount,8.0,0.43311535354438846,2010,24
701,Movie_701,Thriller,Director_118,12,14.598436634355206,127,2014,Amazon Studios,9.0,0.11494831995555281,2010,26
702,Movie_702,Sci-Fi,Director_82,5,67.45532251302023,173,2011,Sony,6.3,0.38991515903479906,2010,31
703,Movie_703,Comedy,Director_111,21,53.43688528417054,80,2019,20th Century Fox,6.8,0.6679610660521318,2010,27
704,Movie_704,Sci-Fi,Director_82,16,55.137898352763564,156,2015,Warner Bros,6.7,0.353448066363869,2010,31
705,Movie_705,Comedy,Director_66,8,27.18539299515198,113,2016,20th Century Fox,7.2,0.2405786990721414,2010,26
706,Movie_706,Comedy,Director_45,17,25.496193205482605,116,2021,Disney,8.2,0.21979476901278108,2020,22
707,Movie_707,Comedy,Director_114,35,81.88677533321687,108,2011,Paramount,7.1,0.7582108827149711,2010,18
708,Movie_708,Drama,Director_175,45,24.84041153991576,83,2020,Warner Bros,6.9,0.299282066745973,2020,21
709,Movie_709,Comedy,Director_63,11,39.553204151607964,134,2015,Sony,8.1,0.2951731653105072,2010,20
710,Movie_710,Horror,Director_76,27,69.33759668453231,88,2022,20th Century Fox,9.0,0.7879272350515035,2020,23
711,Movie_711,Adventure,Director_114,28,14.148228889314062,105,2012,Sony,5.4,0.1347450370410863,2010,18
712,Movie_712,Sci-Fi,Director_111,9,55.137686424020906,106,2018,20th Century Fox,6.0,0.520166853056801,2010,27
713,Movie_713,Action,Director_183,9,54.50391162876572,144,2013,Warner Bros,7.4,0.37849938631087304,2010,27
714,Movie_714,Animation,Director_147,21,67.63685480375912,118,2012,Paramount,7.6,0.5731936847776197,2010,23
715,Movie_715,Thriller,Director_35,34,33.09606658369677,58,2022,Universal,7.2,0.5706218376499442,2020,27
716,Movie_716,Crime,Director_53,13,39.7991881407401,97,2020,Warner Bros,6.9,0.4103009086674237,2020,23
717,Movie_717,Drama,Director_26,10,30.021588378168513,80,2012,Sony,7.5,0.3752698547271064,2010,30
718,Movie_718,Action,Director_14,29,92.55682892800891,132,2011,Universal,7.6,0.7011880979394615,2010,25
719,Movie_719,Romance,Director_118,23,16.99821684485503,90,2021,Amazon Studios,7.4,0.18886907605394476,2020,26
720,Movie_720,Horror,Director_45,20,174.77968210597814,104,2018,Paramount,9.4,1.680573866403636,2010,22
721,Movie_721,Crime,Director_172,25,60.3704569195715,163,2017,Sony,6.0,0.3703709013470644,2010,28
722,Movie_722,Animation,Director_193,6,118.97711764538336,135,2014,Paramount,8.0,0.8813119825583953,2010,19
723,Movie_723,Action,Director_51,14,37.77646006898455,90,2023,20th Century Fox,7.3,0.41973844521093945,2020,24
724,Movie_724,Crime,Director_171,20,30.194248139180466,140,2023,Warner Bros,6.4,0.2156732009941462,2020,31
725,Movie_725,Action,Director_119,41,125.49348312004363,102,2022,Paramount,7.0,1.2303282658827808,2020,20
726,Movie_726,Horror,Director_151,19,15.205455442829969,140,2018,Sony,8.7,0.10861039602021406,2010,28
727,Movie_727,Animation,Director_184,17,16.227576286796797,109,2022,Warner Bros,8.0,0.14887684666786052,2020,18
728,Movie_728,Romance,Director_19,17,27.78711013133645,95,2011,Netflix,7.1,0.2924958961193311,2010,29
729,Movie_729,Comedy,Director_82,36,170.6633066405762,93,2015,Sony,8.0,1.835089318715873,2010,31
730,Movie_730,Sci-Fi,Director_76,49,60.12901981329117,127,2016,Sony,7.0,0.47345684892355255,2010,23
731,Movie_731,Romance,Director_183,12,50.39353593202102,142,2015,Netflix,6.6,0.35488405585930294,2010,27
732,Movie_732,Comedy,Director_92,47,71.0994286307197,129,2012,Netflix,8.5,0.5511583614784473,2010,25
733,Movie_733,Drama,Director_188,22,37.019120697187226,109,2019,Universal,8.2,0.33962496052465346,2010,36
734,Movie_734,Adventure,Director_187,40,80.95606619192645,75,2023,Disney,7.0,1.0794142158923528,2020,25
735,Movie_735,Thriller,Director_33,30,34.98033113615003,104,2019,Paramount,8.9,0.3363493378475964,2010,22
736,Movie_736,Thriller,Director_147,14,97.53947152200645,88,2019,Paramount,7.1,1.1084030854773461,2010,23
737,Movie_737,Sci-Fi,Director_28,35,25.550611289132846,154,2018,Universal,7.0,0.16591306031904446,2010,23
738,Movie_738,Animation,Director_123,37,26.255122071211805,110,2023,Amazon Studios,8.3,0.2386829279201073,2020,29
739,Movie_739,Horror,Director_180,33,46.94733811890048,127,2021,20th Century Fox,8.3,0.36966407967638176,2020,25
740,Movie_740,Animation,Director_126,9,38.17275880477773,111,2017,Amazon Studios,8.0,0.34389872797097054,2010,28
741,Movie_741,Horror,Director_177,17,62.22266303159323,130,2017,Paramount,8.4,0.47863586947379405,2010,29
742,Movie_742,Animation,Director_37,5,32.65069908043043,137,2017,Netflix,8.2,0.2383262706600761,2010,21
743,Movie_743,Adventure,Director_154,27,23.104007431184847,178,2018,Amazon Studios,6.3,0.12979779455721824,2010,33
744,Movie_744,Drama,Director_99,44,41.72585677730065,108,2010,Universal,7.6,0.38635052571574674,2010,29
745,Movie_745,Drama,Director_98,7,51.15783904161661,146,2017,Paramount,8.1,0.35039615781929184,2010,26
746,Movie_746,Comedy,Director_127,7,17.692539380036653,126,2011,Paramount,7.4,0.1404169792066401,2010,25
747,Movie_747,Crime,Director_168,11,50.67752771024431,105,2013,Sony,6.2,0.48264312104994583,2010,25
748,Movie_748,Drama,Director_80,40,29.228499863585252,107,2010,Universal,7.7,0.27316355012696497,2010,25
749,Movie_749,Drama,Director_38,39,34.91619525205985,131,2021,Netflix,7.7,0.26653584161877747,2020,22
750,Movie_750,Romance,Director_77,19,26.377873608331605,112,2015,20th Century Fox,8.3,0.2355167286458179,2010,34
751,Movie_751,Romance,Director_126,44,143.98066532517325,122,2019,Paramount,7.2,1.180169387911256,2010,28
752,Movie_752,Comedy,Director_87,7,67.49574462024653,136,2010,20th Century Fox,7.4,0.49629223985475385,2010,32
753,Movie_753,Crime,Director_54,33,25.22176885831096,182,2021,Disney,6.0,0.13858114757313714,2020,26
754,Movie_754,Sci-Fi,Director_150,34,61.786287987297285,120,2014,Universal,7.5,0.5148857332274773,2010,15
755,Movie_755,Romance,Director_16,43,104.38238596621626,91,2018,Universal,6.8,1.147059186441937,2010,30
756,Movie_756,Sci-Fi,Director_28,22,35.67731677178202,129,2010,Universal,7.0,0.27656834706807765,2010,23
757,Movie_757,Action,Director_163,15,98.58534635115517,107,2018,Netflix,7.4,0.9213583771135997,2010,18
758,Movie_758,Romance,Director_188,47,18.386325882140962,167,2013,Amazon Studios,7.7,0.11009775977329918,2010,36
759,Movie_759,Adventure,Director_173,42,96.51855409642006,107,2012,Netflix,6.3,0.9020425616487856,2010,21
760,Movie_760,Crime,Director_46,44,48.85843260754263,120,2017,Sony,5.5,0.40715360506285525,2010,30
761,Movie_761,Comedy,Director_72,5,22.61410475947627,135,2015,Amazon Studios,7.1,0.16751188710723164,2010,25
762,Movie_762,Action,Director_183,33,36.1399665467098,132,2016,Universal,6.4,0.27378762535386214,2010,27
763,Movie_763,Crime,Director_85,14,231.11324184260576,154,2018,Sony,6.4,1.5007353366402971,2010,29
764,Movie_764,Adventure,Director_26,32,86.52117511981473,136,2014,Netflix,6.8,0.6361851111751083,2010,30
765,Movie_765,Crime,Director_85,35,52.793466698269725,178,2022,Disney,5.9,0.29659250954084115,2020,29
766,Movie_766,Adventure,Director_153,23,16.117643115973635,131,2011,Warner Bros,5.5,0.12303544363338653,2010,28
767,Movie_767,Adventure,Director_65,7,37.04805714621733,152,2012,Sony,6.6,0.2437372180672193,2010,25
768,Movie_768,Sci-Fi,Director_134,40,25.261864306556976,108,2012,Paramount,6.9,0.23390615098663867,2010,23
769,Movie_769,Animation,Director_151,47,13.682385108846436,169,2013,Universal,7.9,0.08096085863222743,2010,28
770,Movie_770,Action,Director_115,19,49.06662290262341,111,2019,Amazon Studios,6.9,0.44204164777138205,2010,24
771,Movie_771,Crime,Director_64,37,119.99497250944322,157,2016,Warner Bros,6.4,0.764299187958237,2010,24
772,Movie_772,Horror,Director_87,45,66.28887751863334,142,2021,Sony,8.1,0.4668230811171362,2020,32
773,Movie_773,Action,Director_171,47,24.36280069341561,121,2019,Amazon Studios,7.8,0.20134546027616207,2010,31
774,Movie_774,Animation,Director_107,49,52.61706533837631,157,2015,Amazon Studios,8.1,0.335140543556537,2010,21
775,Movie_775,Action,Director_151,30,153.44113577675353,119,2012,20th Century Fox,7.8,1.289421309048349,2010,28
776,Movie_776,Drama,Director_96,20,74.1715575829808,154,2023,Netflix,6.5,0.4816334907985766,2020,22
777,Movie_777,Horror,Director_158,40,68.474366062992,129,2016,20th Century Fox,9.6,0.530809039248,2010,22
778,Movie_778,Animation,Director_77,37,182.34871631537436,110,2013,Paramount,8.7,1.6577156028670397,2010,34
779,Movie_779,Sci-Fi,Director_146,24,90.19101384286175,128,2019,Warner Bros,6.7,0.7046172956473574,2010,40
780,Movie_780,Crime,Director_87,17,17.345223206273072,120,2020,Disney,5.8,0.14454352671894227,2020,32
781,Movie_781,Thriller,Director_149,37,31.357559553375523,108,2020,Sony,8.9,0.29034777364236597,2020,27
782,Movie_782,Animation,Director_57,9,177.8217670287488,125,2017,20th Century Fox,8.2,1.4225741362299904,2010,34
783,Movie_783,Comedy,Director_103,41,43.638353080443814,130,2016,20th Century Fox,7.9,0.33567963908033704,2010,34
784,Movie_784,Crime,Director_151,18,15.9187668509271,58,2016,Sony,6.1,0.27446149742977755,2010,28
785,Movie_785,Animation,Director_91,31,40.680295745280816,132,2018,20th Century Fox,7.6,0.30818405867636983,2010,18
786,Movie_786,Drama,Director_45,27,69.70000719613682,138,2017,Disney,8.2,0.5050725159140349,2010,22
787,Movie_787,Thriller,Director_172,18,310.5470836665883,156,2021,Amazon Studios,7.8,1.9906864337601815,2020,28
788,Movie_788,Drama,Director_88,44,29.57110742458182,89,2010,20th Century Fox,8.6,0.33225963398406544,2010,25
789,Movie_789,Thriller,Director_115,8,46.08627129779144,94,2016,Sony,8.9,0.4902794818913983,2010,24
790,Movie_790,Comedy,Director_47,43,115.8803137631067,125,2012,Universal,6.7,0.9270425101048536,2010,20
791,Movie_791,Crime,Director_168,23,31.945966979529054,102,2021,20th Century Fox,5.7,0.3131957547012652,2020,25
792,Movie_792,Sci-Fi,Director_179,8,15.785222429037788,90,2013,Sony,7.9,0.17539136032264208,2010,27
793,Movie_793,Drama,Director_170,34,158.73365415761617,109,2015,Amazon Studios,7.8,1.4562720564918914,2010,26
794,Movie_794,Drama,Director_135,23,43.514598769288625,111,2014,Amazon Studios,8.4,0.3920234123359336,2010,20
795,Movie_795,Adventure,Director_50,35,44.936507897970834,94,2017,Universal,6.8,0.47804795636139186,2010,19
796,Movie_796,Thriller,Director_176,35,58.537364970655595,94,2011,20th Century Fox,7.4,0.6227379252197404,2010,26
797,Movie_797,Romance,Director_84,13,10.177144617053665,116,2014,20th Century Fox,8.4,0.08773400531942815,2010,30
798,Movie_798,Crime,Director_91,17,143.77758394803158,83,2014,Sony,5.8,1.7322600475666454,2010,18
799,Movie_799,Thriller,Director_134,18,32.427849842519734,83,2012,Paramount,7.5,0.39069698605445463,2010,23
800,Movie_800,Adventure,Director_91,14,35.28625454672401,121,2023,Paramount,5.9,0.29162193840267775,2020,18
801,Movie_801,Action,Director_137,35,19.564638757226387,157,2019,Warner Bros,7.9,0.12461553348551839,2010,30
802,Movie_802,Thriller,Director_109,41,33.75294836145905,138,2022,Paramount,8.4,0.24458658232941338,2020,28
803,Movie_803,Sci-Fi,Director_57,27,91.46762764806968,150,2014,Disney,7.2,0.6097841843204646,2010,34
804,Movie_804,Crime,Director_31,31,90.46981380392899,74,2013,Amazon Studios,5.7,1.2225650514044457,2010,27
805,Movie_805,Adventure,Director_21,10,147.285143113046,84,2020,Warner Bros,6.7,1.753394560869595,2020,20
806,Movie_806,Action,Director_90,30,35.81113079154006,120,2014,Amazon Studios,7.7,0.2984260899295005,2010,29
807,Movie_807,Horror,Director_40,6,71.6737718840894,140,2019,Paramount,9.4,0.5119555134577815,2010,17
808,Movie_808,Adventure,Director_112,49,45.38640387371662,135,2018,Universal,5.3,0.3361955842497527,2010,24
809,Movie_809,Horror,Director_45,17,91.48784497843232,86,2016,Netflix,9.1,1.0638121509120038,2010,22
810,Movie_810,Crime,Director_77,23,72.333927407229,148,2010,Sony,7.0,0.48874275275154727,2010,34
811,Movie_811,Drama,Director_177,5,32.93561486999286,117,2012,Amazon Studios,6.8,0.28150098179481076,2010,29
812,Movie_812,Adventure,Director_87,44,30.524422769883206,139,2018,Paramount,5.7,0.2196001638121094,2010,32
813,Movie_813,Comedy,Director_148,36,24.547200207084664,104,2013,Universal,7.7,0.23603077122196792,2010,24
814,Movie_814,Horror,Director_101,26,52.961952563630646,81,2013,Netflix,7.9,0.6538512662176623,2010,30
815,Movie_815,Sci-Fi,Director_117,33,175.99403035087323,141,2019,Warner Bros,7.8,1.2481846124175406,2010,25
816,Movie_816,Comedy,Director_92,6,21.16134884079888,131,2015,Sony,8.4,0.16153701405189985,2010,25
817,Movie_817,Animation,Director_145,44,15.004966494648759,88,2012,Amazon Studios,7.7,0.1705109828937359,2010,26
818,Movie_818,Animation,Director_28,42,16.357625739789324,103,2012,Paramount,8.6,0.1588119003863041,2010,23
819,Movie_819,Action,Director_169,15,86.41563790628732,137,2018,Warner Bros,7.7,0.6307710796079367,2010,23
820,Movie_820,Drama,Director_194,21,31.547208322673107,125,2022,Amazon Studios,8.5,0.2523776665813849,2020,27
821,Movie_821,Crime,Director_25,47,22.70377933314121,132,2014,Paramount,5.7,0.1719983282813728,2010,31
822,Movie_822,Adventure,Director_58,12,31.75840418146171,106,2023,Warner Bros,6.5,0.2996075866175633,2020,28
823,Movie_823,Romance,Director_41,26,61.828489554511506,155,2016,Amazon Studios,7.0,0.3988934809968484,2010,20
824,Movie_824,Sci-Fi,Director_134,8,49.56966703810104,117,2014,Paramount,6.5,0.4236723678470174,2010,23
825,Movie_825,Horror,Director_75,15,78.0487619284623,60,2015,Netflix,8.7,1.300812698807705,2010,30
826,Movie_826,Crime,Director_38,12,30.70568108216063,122,2017,Universal,6.7,0.2516859105095134,2010,22
827,Movie_827,Comedy,Director_134,13,40.076606737622214,135,2017,Disney,6.9,0.2968637536120164,2010,23
828,Movie_828,Animation,Director_173,30,15.37749937141303,127,2011,Netflix,8.6,0.12108267221585063,2010,21
829,Movie_829,Sci-Fi,Director_75,6,13.793248987316826,109,2020,Amazon Studios,7.1,0.12654356869098005,2020,30
830,Movie_830,Romance,Director_142,20,41.018563023784466,71,2018,Universal,5.4,0.5777262397716122,2010,19
831,Movie_831,Adventure,Director_66,35,27.947920842980654,103,2019,Sony,5.2,0.2713390373104918,2010,26
832,Movie_832,Action,Director_168,10,57.44077006025557,106,2021,Paramount,6.9,0.5418940571722224,2020,25
833,Movie_833,Romance,Director_3,25,12.197707513712109,103,2021,Disney,6.5,0.11842434479332144,2020,19
834,Movie_834,Sci-Fi,Director_117,30,16.4921318001375,135,2021,Netflix,7.8,0.12216393926027777,2020,25
835,Movie_835,Romance,Director_99,23,110.19474579803405,111,2023,Disney,7.4,0.9927454576399464,2020,29
836,Movie_836,Sci-Fi,Director_152,32,51.771451235818056,154,2015,Sony,6.5,0.3361782547780393,2010,26
837,Movie_837,Sci-Fi,Director_19,12,72.24920849351453,114,2016,Amazon Studios,7.2,0.6337649867852152,2010,29
838,Movie_838,Thriller,Director_146,18,102.24918988226068,150,2012,Sony,8.0,0.6816612658817379,2010,40
839,Movie_839,Horror,Director_192,28,41.165605200035074,125,2013,Disney,8.3,0.3293248416002806,2010,22
840,Movie_840,Animation,Director_116,48,81.57722057781245,126,2015,Sony,8.1,0.6474382585540671,2010,29
841,Movie_841,Thriller,Director_125,41,47.178419510779065,102,2016,Sony,9.1,0.46253352461548103,2010,30
842,Movie_842,Adventure,Director_88,30,22.599582394712854,86,2015,Amazon Studios,6.6,0.2627858417989867,2010,25
843,Movie_843,Thriller,Director_35,35,30.59852377008002,118,2014,Paramount,7.7,0.25930952347525443,2010,27
844,Movie_844,Drama,Director_190,36,43.70159643885095,162,2023,Universal,7.4,0.2697629409805614,2020,28
845,Movie_845,Drama,Director_1,45,29.054643354169325,108,2021,20th Century Fox,7.4,0.26902447550156783,2020,23
846,Movie_846,Animation,Director_153,6,30.438103707875086,104,2011,Amazon Studios,7.2,0.2926740741141835,2010,28
847,Movie_847,Romance,Director_173,29,30.578648502568203,115,2021,Warner Bros,7.6,0.26590129132668006,2020,21
848,Movie_848,Horror,Director_177,48,16.55329195047473,164,2016,Amazon Studios,7.6,0.10093470701508982,2010,29
849,Movie_849,Animation,Director_126,6,14.422034837881602,139,2014,Disney,7.3,0.10375564631569498,2010,28
850,Movie_850,Sci-Fi,Director_89,46,12.380585025322745,150,2021,Warner Bros,6.2,0.08253723350215163,2020,23
851,Movie_851,Comedy,Director_144,5,15.880442224608704,70,2018,Disney,6.4,0.22686346035155291,2010,26
852,Movie_852,Horror,Director_147,40,31.057404190065704,99,2022,Disney,8.3,0.3137111534350071,2020,23
853,Movie_853,Horror,Director_151,16,55.054320995795486,100,2020,Universal,9.6,0.5505432099579548,2020,28
854,Movie_854,Sci-Fi,Director_25,13,20.421795001606256,148,2013,Netflix,6.3,0.13798510136220443,2010,31
855,Movie_855,Sci-Fi,Director_16,40,119.46676964863542,136,2023,Netflix,6.4,0.8784321297693781,2020,30
856,Movie_856,Action,Director_182,45,92.61268613283352,146,2019,Disney,8.2,0.6343334666632433,2010,33
857,Movie_857,Animation,Director_73,32,46.75339650881592,73,2021,Disney,7.2,0.6404574864221358,2020,25
858,Movie_858,Sci-Fi,Director_129,42,74.40574794883574,147,2011,Universal,7.6,0.5061615506723519,2010,24
859,Movie_859,Drama,Director_42,37,32.81123183018481,136,2016,Sony,6.9,0.2412590575748883,2010,34
860,Movie_860,Adventure,Director_147,46,11.873557448802622,96,2016,Netflix,5.2,0.12368289009169398,2010,23
861,Movie_861,Comedy,Director_162,26,127.3440136923222,115,2010,20th Century Fox,9.0,1.107339249498454,2010,19
862,Movie_862,Animation,Director_80,29,16.836452885972896,97,2020,Amazon Studios,8.4,0.17357167923683398,2020,25
863,Movie_863,Crime,Director_104,22,157.765370418423,117,2023,Warner Bros,6.9,1.348421969388231,2020,20
864,Movie_864,Drama,Director_183,10,52.4178897269959,131,2022,Disney,7.6,0.40013656280149545,2020,27
865,Movie_865,Romance,Director_146,22,28.23269607585869,155,2014,Universal,6.8,0.18214642629586253,2010,40
866,Movie_866,Sci-Fi,Director_34,20,44.21181238685316,96,2012,Disney,6.8,0.46053971236305374,2010,24
867,Movie_867,Crime,Director_89,19,44.820606126664,108,2018,Netflix,5.9,0.41500561228392596,2010,23
868,Movie_868,Sci-Fi,Director_125,12,11.17812539140113,92,2018,Universal,7.2,0.12150136295001228,2010,30
869,Movie_869,Horror,Director_45,17,31.960908255634944,139,2016,Warner Bros,8.9,0.22993459176715786,2010,22
870,Movie_870,Drama,Director_134,47,77.32788127624649,80,2021,Paramount,7.2,0.9665985159530811,2020,23
871,Movie_871,Horror,Director_21,11,45.67455498938088,124,2018,Netflix,8.6,0.3683431853982329,2010,20
872,Movie_872,Action,Director_122,21,24.00091683583605,89,2021,Sony,6.9,0.26967322287456236,2020,24
873,Movie_873,Horror,Director_70,36,30.406672751844283,121,2011,Amazon Studios,9.6,0.2512948161309445,2010,32
874,Movie_874,Action,Director_96,26,109.4085731017366,148,2020,Amazon Studios,7.2,0.7392471155522743,2020,22
875,Movie_875,Action,Director_105,17,47.279917266852195,107,2019,Paramount,7.4,0.4418683856715158,2010,27
876,Movie_876,Crime,Director_48,27,47.57612970820243,125,2017,Universal,5.9,0.38060903766561943,2010,22
877,Movie_877,Sci-Fi,Director_39,33,172.81260876154656,97,2019,Disney,6.7,1.7815732862015108,2010,28
878,Movie_878,Romance,Director_31,26,29.347974831367583,117,2019,Sony,7.1,0.25083739172109043,2010,27
879,Movie_879,Horror,Director_10,5,42.65222024097403,81,2019,Netflix,8.8,0.5265706202589386,2010,32
880,Movie_880,Drama,Director_30,33,93.48955294976038,137,2022,Warner Bros,8.5,0.6824054959836524,2020,28
881,Movie_881,Action,Director_18,9,81.12971496312004,109,2010,Amazon Studios,7.0,0.7443093115882572,2010,21
882,Movie_882,Sci-Fi,Director_188,39,25.448651028556654,114,2012,Netflix,7.9,0.22323378095225135,2010,36
883,Movie_883,Comedy,Director_88,14,18.190166970862975,121,2017,20th Century Fox,8.7,0.1503319584368841,2010,25
884,Movie_884,Animation,Director_125,23,70.31620769370389,70,2020,Sony,8.2,1.0045172527671984,2020,30
885,Movie_885,Crime,Director_73,41,24.897138478196478,102,2017,Amazon Studios,6.2,0.24408959292349489,2010,25
886,Movie_886,Romance,Director_15,11,137.98743376492774,123,2023,Disney,7.7,1.1218490549994125,2020,35
887,Movie_887,Thriller,Director_4,39,16.919886071772876,116,2019,Amazon Studios,8.3,0.14586108682562823,2010,23
888,Movie_888,Crime,Director_191,49,29.15939491289378,174,2017,Amazon Studios,5.7,0.16758272938444702,2010,25
889,Movie_889,Comedy,Director_168,17,12.817262064920133,151,2020,Paramount,6.8,0.08488253023125916,2020,25
890,Movie_890,Animation,Director_9,14,70.75258190695742,123,2021,Universal,8.7,0.5752242431459953,2020,26
891,Movie_891,Comedy,Director_109,6,120.94099638219123,94,2020,Paramount,7.8,1.286606344491396,2020,28
892,Movie_892,Horror,Director_137,10,60.5128382803983,107,2016,Netflix,9.1,0.5655405446766196,2010,30
893,Movie_893,Action,Director_154,12,148.83225933811065,136,2011,Sony,8.0,1.094354848074343,2010,33
894,Movie_894,Romance,Director_132,40,16.877198957574148,121,2012,20th Century Fox,7.1,0.13948098312044752,2010,23
895,Movie_895,Adventure,Director_16,29,14.591179251751914,151,2018,Disney,5.5,0.09663032617054247,2010,30
896,Movie_896,Action,Director_143,48,101.13549589874546,121,2011,Universal,6.3,0.8358305446177311,2010,15
897,Movie_897,Adventure,Director_99,44,106.7276556367672,122,2022,Disney,5.9,0.8748168494816984,2020,29
898,Movie_898,Animation,Director_121,11,98.90452398115174,160,2016,Disney,7.9,0.6181532748821984,2010,22
899,Movie_899,Sci-Fi,Director_52,27,90.21378859531923,92,2010,20th Century Fox,8.3,0.9805846586447743,2010,26
900,Movie_900,Thriller,Director_69,23,32.48874984600456,163,2012,Sony,8.4,0.19931748371781938,2010,31
901,Movie_901,Drama,Director_5,26,22.260645113374622,139,2022,Paramount,7.0,0.1601485259955009,2020,13
902,Movie_902,Action,Director_20,17,142.11594614006438,200,2023,Disney,7.6,0.7105797307003219,2020,30
903,Movie_903,Romance,Director_79,25,28.33627718213392,102,2010,Netflix,7.3,0.2778066390405286,2010,29
904,Movie_904,Comedy,Director_146,5,35.40876379913066,160,2015,Netflix,7.2,0.22130477374456664,2010,40
905,Movie_905,Romance,Director_111,23,70.12518743777213,123,2013,Disney,6.9,0.5701234751038384,2010,27
906,Movie_906,Animation,Director_2,37,27.361419458649607,115,2010,Disney,8.6,0.23792538659695311,2010,23
907,Movie_907,Adventure,Director_93,8,95.4988981393604,127,2014,Universal,6.0,0.7519598278689795,2010,27
908,Movie_908,Comedy,Director_13,46,13.630396161973554,123,2023,Disney,7.7,0.11081622895913458,2020,21
909,Movie_909,Drama,Director_4,7,88.31477079147237,100,2013,Netflix,7.5,0.8831477079147237,2010,23
910,Movie_910,Drama,Director_170,31,56.04648910962686,116,2023,Disney,8.1,0.4831593888760936,2020,26
911,Movie_911,Action,Director_109,45,52.54781904422083,127,2020,Amazon Studios,7.0,0.41376235467890415,2020,28
912,Movie_912,Animation,Director_74,39,40.6592581891218,109,2019,Amazon Studios,8.9,0.37302071733139264,2010,30
913,Movie_913,Sci-Fi,Director_189,32,26.220456210550136,133,2023,Sony,6.4,0.19714628729736944,2020,24
914,Movie_914,Animation,Director_95,10,41.18761280227268,112,2020,Netflix,8.3,0.36774654287743463,2020,20
915,Movie_915,Adventure,Director_105,10,39.894442106666915,131,2019,Disney,6.6,0.30453772600509094,2010,27
916,Movie_916,Romance,Director_8,48,53.82396504403138,128,2011,20th Century Fox,7.3,0.4204997269064952,2010,20
917,Movie_917,Drama,Director_67,27,26.534648450189025,131,2022,Amazon Studios,8.6,0.20255456832205362,2020,27
918,Movie_918,Romance,Director_191,37,14.038576016690143,86,2016,20th Century Fox,7.3,0.1632392560080249,2010,25
919,Movie_919,Romance,Director_110,20,17.837921573510787,147,2021,Netflix,7.3,0.12134640526197814,2020,25
